0 12.881
0.781 12.745
1.562 12.54
2.344 12.404
3.125 12.346
3.906 12.192
4.687 11.978
5.469 11.778
6.25 11.639
7.031 11.55
7.812 11.532
8.594 11.477
9.375 11.346
10.156 11.183
10.937 10.996
11.719 10.781
12.5 10.551
13.281 10.293
14.062 10.038
14.844 9.7918
15.625 9.5716
16.406 9.443
17.187 9.5024
17.969 9.7411
18.75 9.9153
19.531 9.8821
20.312 9.665
21.094 9.4314
21.875 9.3154
22.656 9.245
23.437 9.0953
24.219 8.8966
25 8.7024
25.781 8.5302
26.562 8.3696
27.344 8.2163
28.125 8.0715
28.906 7.9721
29.687 7.9147
30.469 7.8045
31.25 7.6357
32.031 7.4911
32.812 7.3762
33.594 7.246
34.375 7.0995
35.156 6.935
35.937 6.7711
36.719 6.6262
37.5 6.4383
38.281 6.2371
39.062 6.0455
39.844 5.8251
40.625 5.6041
41.406 5.4106
42.187 5.2587
42.969 5.1247
43.75 4.9897
44.531 4.8313
45.312 4.6545
46.094 4.4946
46.875 4.3407
47.656 4.1949
48.437 4.0879
49.219 4.028
50 3.958
50.781 3.855
51.562 3.7495
52.344 3.6444
53.125 3.5293
53.906 3.4069
54.687 3.3298
55.469 3.3478
56.25 3.4059
57.031 3.4021
57.812 3.3017
58.594 3.1773
59.375 3.1322
60.156 3.179
60.937 3.1962
61.719 3.1017
62.5 2.9438
63.281 2.8121
64.062 2.7245
64.844 2.6158
65.625 2.467
66.406 2.3237
67.187 2.1966
67.969 2.0235
68.75 1.7856
69.531 1.5227
70.312 1.284
71.094 1.0805
71.875 0.86192
72.656 0.58968
73.437 0.29233
74.219 0.062624
75 -0.07106
75.781 -0.16795
76.562 -0.29455
77.344 -0.4799
78.125 -0.62294
78.906 -0.73247
79.687 -0.89599
80.469 -1.076
81.25 -1.1697
82.031 -1.2657
82.812 -1.4419
83.594 -1.677
84.375 -1.9248
85.156 -2.1264
85.937 -2.2642
86.719 -2.3529
87.5 -2.4122
88.281 -2.5181
89.062 -2.6834
89.844 -2.878
90.625 -3.0667
91.406 -3.2827
92.187 -3.5043
92.969 -3.7116
93.75 -3.9312
94.531 -4.1593
95.312 -4.3334
96.094 -4.4559
96.875 -4.5888
97.656 -4.7299
98.437 -4.8739
99.219 -5.0406
100 -5.1871
100.78 -5.3174
101.56 -5.4579
102.34 -5.6324
103.13 -5.8279
103.91 -6.0463
104.69 -6.2769
105.47 -6.5027
106.25 -6.727
107.03 -6.9396
107.81 -7.1747
108.59 -7.3902
109.38 -7.5703
110.16 -7.7322
110.94 -7.9044
111.72 -8.1077
112.5 -8.3282
113.28 -8.5486
114.06 -8.6813
114.84 -8.5877
115.63 -8.5098
116.41 -8.6343
117.19 -8.7638
117.97 -8.8789
118.75 -9.0252
119.53 -9.177
120.31 -9.3391
121.09 -9.5009
121.88 -9.6522
122.66 -9.8152
123.44 -10.027
124.22 -10.26
125 -10.449
125.78 -10.588
126.56 -10.759
127.34 -10.972
128.13 -11.144
128.91 -11.326
129.69 -11.559
130.47 -11.756
131.25 -11.907
132.03 -12.077
132.81 -12.268
