0 -6791
0.048998 -6787.5
0.097997 -6794.4
0.146 -6789.4
0.195 -6773
0.24399 -6809.2
0.29299 -6841.1
0.34199 -6836.2
0.391 -6832
0.439 -6862.8
0.488 -6850.9
0.537 -6876.3
0.586 -6854
0.635 -6842.3
0.68399 -6852.5
0.73199 -6820.8
0.78099 -6844.3
0.82999 -6828.8
0.879 -6819.4
0.928 -6810.7
0.977 -6817.6
1.025 -6803
1.074 -6799.3
1.123 -6776.1
1.172 -6802.9
1.221 -6836.4
1.27 -7010.9
1.318 -7096
1.367 -7084.3
1.416 -7065.7
1.465 -7069.6
1.514 -6877.8
1.563 -6661.5
1.611 -6723.8
1.66 -6747.8
1.709 -6708.2
1.758 -6753
1.807 -6726.8
1.855 -6730.2
1.904 -6734.2
1.953 -6682.5
2.002 -6733.3
2.051 -6704.7
2.1 -6723.1
2.148 -6723.7
2.197 -6728.9
2.246 -6697.9
2.295 -6700
2.344 -6719.1
2.393 -6721.8
2.441 -6724.8
2.49 -6699.1
2.539 -6675.6
2.588 -6703.5
2.637 -6697.4
2.686 -6687.9
2.734 -6693.6
2.783 -6697.1
2.832 -6703.4
2.881 -6673.5
2.93 -6676.2
2.979 -6694.5
3.027 -6700.1
3.076 -6675.1
3.125 -6690.5
3.174 -6722.4
3.223 -6726.5
3.271 -6705.1
3.32 -6725.1
3.369 -6712.6
3.418 -6706.1
3.467 -6692.5
3.516 -6699.1
3.564 -6697.2
3.613 -6691
3.662 -6703.9
3.711 -6695.3
3.76 -6703.9
3.809 -6713.4
3.857 -6720.5
3.906 -6705.7
3.955 -6702.3
4.004 -6701.4
4.053 -6711.5
4.102 -6722.6
4.15 -6703.2
4.199 -6731.7
4.248 -6730.3
4.297 -6713.4
4.346 -6715
4.395 -6710.8
4.443 -6732.2
4.492 -6720
4.541 -6715.4
4.59 -6712.7
4.639 -6727.3
4.688 -6720.6
4.736 -6734.3
4.785 -6723.6
4.834 -6700
4.883 -6713
4.932 -6703.1
4.98 -6669.3
5.029 -6717.3
5.078 -6692.5
5.127 -6653.5
5.176 -6674.8
